,_CASE_KEY,Variant,Customer_ID,Revenue,Costs,Pizza Type,Pizza Size,Customer Satisfaction,Cost Factor,Weekday,Daytime,Distribution Channel,Customer Location,Customer Type,Customer_Location,Customer_Type,SORTING,EVENTTIME,ACTIVITY_EN,Automation
1157,290,1,173,29,5,Magherita,Medium,0,Delivery Guy 1 ,Saturday,12,Deliver Now Holding,Munich District One,Teenager,Munich District Five,Student,2360,2018-05-01 18:33:29,Start preparing pizza,A
1158,290,1,173,29,5,Magherita,Medium,0,Delivery Guy 1 ,Saturday,12,Deliver Now Holding,Munich District One,Teenager,Munich District Five,Student,2361,2018-05-01 18:37:29,Start baking pizza,B
1159,290,1,173,29,5,Magherita,Medium,0,Delivery Guy 1 ,Saturday,12,Deliver Now Holding,Munich District One,Teenager,Munich District Five,Student,2362,2018-05-01 18:41:29,Baking pizza ready,B
1160,290,1,173,29,5,Magherita,Medium,0,Delivery Guy 1 ,Saturday,12,Deliver Now Holding,Munich District One,Teenager,Munich District Five,Student,2363,2018-05-01 18:44:29,Plan route,A
1161,290,1,173,29,5,Magherita,Medium,0,Delivery Guy 1 ,Saturday,12,Deliver Now Holding,Munich District One,Teenager,Munich District Five,Student,2364,2018-05-01 18:45:29,Departure pizza,B
1162,290,1,173,29,5,Magherita,Medium,0,Delivery Guy 1 ,Saturday,12,Deliver Now Holding,Munich District One,Teenager,Munich District Five,Student,2365,2018-05-01 18:45:29,Pizza arrives at customer,A
1163,290,1,173,29,5,Magherita,Medium,0,Delivery Guy 1 ,Saturday,12,Deliver Now Holding,Munich District One,Teenager,Munich District Five,Student,2366,2018-05-01 18:52:29,Payment customer,A
1164,1709,1,173,29,10,Paprika,Large,5,Chef 2,Saturday,15,BestOrder Inc.,Munich District Four,Student,Munich District Five,Student,13559,2018-04-02 23:33:46,Order by phone,B
1165,1709,1,173,29,10,Paprika,Large,5,Chef 2,Saturday,15,BestOrder Inc.,Munich District Four,Student,Munich District Five,Student,13560,2018-04-02 23:33:46,Start preparing pizza,A
1166,1709,1,173,29,10,Paprika,Large,5,Chef 2,Saturday,15,BestOrder Inc.,Munich District Four,Student,Munich District Five,Student,13561,2018-04-02 23:37:46,Start baking pizza,A
1167,1709,1,173,29,10,Paprika,Large,5,Chef 2,Saturday,15,BestOrder Inc.,Munich District Four,Student,Munich District Five,Student,13562,2018-04-02 23:40:46,Baking pizza ready,B
1168,1709,1,173,29,10,Paprika,Large,5,Chef 2,Saturday,15,BestOrder Inc.,Munich District Four,Student,Munich District Five,Student,13563,2018-04-02 23:45:46,Plan route,A
1169,1709,1,173,29,10,Paprika,Large,5,Chef 2,Saturday,15,BestOrder Inc.,Munich District Four,Student,Munich District Five,Student,13564,2018-04-02 23:47:46,Departure pizza,B
1170,1709,1,173,29,10,Paprika,Large,5,Chef 2,Saturday,15,BestOrder Inc.,Munich District Four,Student,Munich District Five,Student,13565,2018-04-02 23:56:46,Pizza arrives at customer,A
1171,1709,1,173,29,10,Paprika,Large,5,Chef 2,Saturday,15,BestOrder Inc.,Munich District Four,Student,Munich District Five,Student,13566,2018-04-03 00:25:46,Payment customer,A
1172,566,2,173,10,3,Funghi,Small,3,Chef 2,Friday,12,Deliver Now Holding,Munich District Two,Adult,Munich District Five,Student,4536,2018-03-16 05:39:53,Order at the counter (shop),A
1173,566,2,173,10,3,Funghi,Small,3,Chef 2,Friday,12,Deliver Now Holding,Munich District Two,Adult,Munich District Five,Student,4537,2018-03-16 05:40:53,Start preparing pizza,A
1174,566,2,173,10,3,Funghi,Small,3,Chef 2,Friday,12,Deliver Now Holding,Munich District Two,Adult,Munich District Five,Student,4538,2018-03-16 05:44:53,Start baking pizza,A
1175,566,2,173,10,3,Funghi,Small,3,Chef 2,Friday,12,Deliver Now Holding,Munich District Two,Adult,Munich District Five,Student,4539,2018-03-16 05:45:53,Baking pizza ready,B
1176,566,2,173,10,3,Funghi,Small,3,Chef 2,Friday,12,Deliver Now Holding,Munich District Two,Adult,Munich District Five,Student,4540,2018-03-16 05:45:53,Payment customer,B
1177,1686,2,173,29,4,Magherita,Small,4,Delivery Guy 1 ,Sunday,17,BestOrder Inc.,Munich District Five,Adult,Munich District Five,Student,13408,2018-03-22 04:34:50,Order at the counter (shop),A
1178,1686,2,173,29,4,Magherita,Small,4,Delivery Guy 1 ,Sunday,17,BestOrder Inc.,Munich District Five,Adult,Munich District Five,Student,13409,2018-03-22 04:36:50,Start baking pizza,B
1179,1686,2,173,29,4,Magherita,Small,4,Delivery Guy 1 ,Sunday,17,BestOrder Inc.,Munich District Five,Adult,Munich District Five,Student,13410,2018-03-22 04:36:50,Start preparing pizza,A
1180,1686,2,173,29,4,Magherita,Small,4,Delivery Guy 1 ,Sunday,17,BestOrder Inc.,Munich District Five,Adult,Munich District Five,Student,13411,2018-03-22 04:49:50,Payment customer,A
1181,1686,2,173,29,4,Magherita,Small,4,Delivery Guy 1 ,Sunday,17,BestOrder Inc.,Munich District Five,Adult,Munich District Five,Student,13412,2018-03-22 04:49:50,Baking pizza ready,A
1182,1629,3,173,10,9,Speciale,Large,1,Ingredients,Sunday,13,TownExpress Inc. ,Munich District Three,Student,Munich District Five,Student,12940,2018-01-31 09:05:43,Order by phone,A
1183,1629,3,173,10,9,Speciale,Large,1,Ingredients,Sunday,13,TownExpress Inc. ,Munich District Three,Student,Munich District Five,Student,12941,2018-01-31 09:07:43,Start preparing pizza,A
1184,1629,3,173,10,9,Speciale,Large,1,Ingredients,Sunday,13,TownExpress Inc. ,Munich District Three,Student,Munich District Five,Student,12942,2018-01-31 09:10:43,Start baking pizza,A
1185,1629,3,173,10,9,Speciale,Large,1,Ingredients,Sunday,13,TownExpress Inc. ,Munich District Three,Student,Munich District Five,Student,12943,2018-01-31 09:28:43,Baking pizza ready,A
1186,1629,3,173,10,9,Speciale,Large,1,Ingredients,Sunday,13,TownExpress Inc. ,Munich District Three,Student,Munich District Five,Student,12944,2018-01-31 09:33:43,Start preparing pizza,B
1187,1629,3,173,10,9,Speciale,Large,1,Ingredients,Sunday,13,TownExpress Inc. ,Munich District Three,Student,Munich District Five,Student,12945,2018-01-31 09:39:43,Start baking pizza,A
1188,1629,3,173,10,9,Speciale,Large,1,Ingredients,Sunday,13,TownExpress Inc. ,Munich District Three,Student,Munich District Five,Student,12946,2018-01-31 09:51:43,Baking pizza ready,A
1189,1629,3,173,10,9,Speciale,Large,1,Ingredients,Sunday,13,TownExpress Inc. ,Munich District Three,Student,Munich District Five,Student,12947,2018-01-31 09:55:43,Plan route,B
1190,1629,3,173,10,9,Speciale,Large,1,Ingredients,Sunday,13,TownExpress Inc. ,Munich District Three,Student,Munich District Five,Student,12948,2018-01-31 09:58:43,Departure pizza,A
1191,1629,3,173,10,9,Speciale,Large,1,Ingredients,Sunday,13,TownExpress Inc. ,Munich District Three,Student,Munich District Five,Student,12949,2018-01-31 10:02:43,Pizza arrives at customer,A
1192,1629,3,173,10,9,Speciale,Large,1,Ingredients,Sunday,13,TownExpress Inc. ,Munich District Three,Student,Munich District Five,Student,12950,2018-01-31 10:25:43,Payment customer,A
1193,1448,3,173,36,34,Magherita,Medium,0,Phone Bill,Wednesday,18,BestOrder Inc.,Munich District One,Student,Munich District Five,Student,11494,2018-03-23 18:19:31,Order by phone,A
1194,1448,3,173,36,34,Magherita,Medium,0,Phone Bill,Wednesday,18,BestOrder Inc.,Munich District One,Student,Munich District Five,Student,11495,2018-03-23 18:21:31,Start preparing pizza,B
1195,1448,3,173,36,34,Magherita,Medium,0,Phone Bill,Wednesday,18,BestOrder Inc.,Munich District One,Student,Munich District Five,Student,11496,2018-03-23 18:28:31,Start baking pizza,A
1196,1448,3,173,36,34,Magherita,Medium,0,Phone Bill,Wednesday,18,BestOrder Inc.,Munich District One,Student,Munich District Five,Student,11497,2018-03-23 18:31:31,Baking pizza ready,A
1197,1448,3,173,36,34,Magherita,Medium,0,Phone Bill,Wednesday,18,BestOrder Inc.,Munich District One,Student,Munich District Five,Student,11498,2018-03-23 18:40:31,Start preparing pizza,A
1198,1448,3,173,36,34,Magherita,Medium,0,Phone Bill,Wednesday,18,BestOrder Inc.,Munich District One,Student,Munich District Five,Student,11499,2018-03-23 18:42:31,Start baking pizza,A
1199,1448,3,173,36,34,Magherita,Medium,0,Phone Bill,Wednesday,18,BestOrder Inc.,Munich District One,Student,Munich District Five,Student,11500,2018-03-23 18:52:31,Baking pizza ready,B
1200,1448,3,173,36,34,Magherita,Medium,0,Phone Bill,Wednesday,18,BestOrder Inc.,Munich District One,Student,Munich District Five,Student,11501,2018-03-23 18:54:31,Departure pizza,A
1201,1448,3,173,36,34,Magherita,Medium,0,Phone Bill,Wednesday,18,BestOrder Inc.,Munich District One,Student,Munich District Five,Student,11502,2018-03-23 18:54:31,Plan route,A
1202,1448,3,173,36,34,Magherita,Medium,0,Phone Bill,Wednesday,18,BestOrder Inc.,Munich District One,Student,Munich District Five,Student,11503,2018-03-23 18:59:31,Pizza arrives at customer,A
1203,1448,3,173,36,34,Magherita,Medium,0,Phone Bill,Wednesday,18,BestOrder Inc.,Munich District One,Student,Munich District Five,Student,11504,2018-03-23 19:06:31,Payment customer,A
1204,194,4,173,8,9,Magherita,Medium,1,Waiter,Saturday,12,BestOrder Inc.,Munich District Two,Student,Munich District Five,Student,1623,2018-04-02 10:54:05,Order by phone,A
1205,194,4,173,8,9,Magherita,Medium,1,Waiter,Saturday,12,BestOrder Inc.,Munich District Two,Student,Munich District Five,Student,1624,2018-04-02 10:55:05,Start preparing pizza,B
1206,194,4,173,8,9,Magherita,Medium,1,Waiter,Saturday,12,BestOrder Inc.,Munich District Two,Student,Munich District Five,Student,1625,2018-04-02 10:57:05,Call Customer,A
1207,194,4,173,8,9,Magherita,Medium,1,Waiter,Saturday,12,BestOrder Inc.,Munich District Two,Student,Munich District Five,Student,1626,2018-04-02 10:57:05,Start preparing pizza,A
1208,194,4,173,8,9,Magherita,Medium,1,Waiter,Saturday,12,BestOrder Inc.,Munich District Two,Student,Munich District Five,Student,1627,2018-04-02 11:03:05,Start baking pizza,A
1209,194,4,173,8,9,Magherita,Medium,1,Waiter,Saturday,12,BestOrder Inc.,Munich District Two,Student,Munich District Five,Student,1628,2018-04-02 11:09:05,Baking pizza ready,A
1210,194,4,173,8,9,Magherita,Medium,1,Waiter,Saturday,12,BestOrder Inc.,Munich District Two,Student,Munich District Five,Student,1629,2018-04-02 11:10:05,Departure pizza,A
1211,194,4,173,8,9,Magherita,Medium,1,Waiter,Saturday,12,BestOrder Inc.,Munich District Two,Student,Munich District Five,Student,1630,2018-04-02 11:10:05,Plan route,A
1212,194,4,173,8,9,Magherita,Medium,1,Waiter,Saturday,12,BestOrder Inc.,Munich District Two,Student,Munich District Five,Student,1631,2018-04-02 11:14:05,Pizza arrives at customer,A
1213,194,4,173,8,9,Magherita,Medium,1,Waiter,Saturday,12,BestOrder Inc.,Munich District Two,Student,Munich District Five,Student,1632,2018-04-02 11:26:05,Payment customer,A
1214,963,1,34,11,10,Funghi,Large,5,Delivery Guy 2,Saturday,16,Heropizza Lmtd.,Munich District Two,Student,Munich District Four,Adult,7705,2018-05-17 04:57:28,Order by phone,A
1215,963,1,34,11,10,Funghi,Large,5,Delivery Guy 2,Saturday,16,Heropizza Lmtd.,Munich District Two,Student,Munich District Four,Adult,7706,2018-05-17 04:59:28,Start preparing pizza,A
1216,963,1,34,11,10,Funghi,Large,5,Delivery Guy 2,Saturday,16,Heropizza Lmtd.,Munich District Two,Student,Munich District Four,Adult,7707,2018-05-17 05:02:28,Start baking pizza,B
1217,963,1,34,11,10,Funghi,Large,5,Delivery Guy 2,Saturday,16,Heropizza Lmtd.,Munich District Two,Student,Munich District Four,Adult,7708,2018-05-17 05:10:28,Baking pizza ready,B
1218,963,1,34,11,10,Funghi,Large,5,Delivery Guy 2,Saturday,16,Heropizza Lmtd.,Munich District Two,Student,Munich District Four,Adult,7709,2018-05-17 05:11:28,Plan route,B
1219,963,1,34,11,10,Funghi,Large,5,Delivery Guy 2,Saturday,16,Heropizza Lmtd.,Munich District Two,Student,Munich District Four,Adult,7710,2018-05-17 05:16:28,Departure pizza,A
1220,963,1,34,11,10,Funghi,Large,5,Delivery Guy 2,Saturday,16,Heropizza Lmtd.,Munich District Two,Student,Munich District Four,Adult,7711,2018-05-17 05:23:28,Pizza arrives at customer,A
1221,963,1,34,11,10,Funghi,Large,5,Delivery Guy 2,Saturday,16,Heropizza Lmtd.,Munich District Two,Student,Munich District Four,Adult,7712,2018-05-17 05:24:28,Payment customer,A
1222,1321,1,34,10,47,Speciale,Large,1,Chef 2,Friday,16,Feedera SE,Munich District One,Student,Munich District Four,Adult,10528,2018-02-13 20:33:23,Order by phone,A
1223,1321,1,34,10,47,Speciale,Large,1,Chef 2,Friday,16,Feedera SE,Munich District One,Student,Munich District Four,Adult,10529,2018-02-13 20:35:23,Start preparing pizza,A
1224,1321,1,34,10,47,Speciale,Large,1,Chef 2,Friday,16,Feedera SE,Munich District One,Student,Munich District Four,Adult,10530,2018-02-13 20:40:23,Start baking pizza,B
1225,1321,1,34,10,47,Speciale,Large,1,Chef 2,Friday,16,Feedera SE,Munich District One,Student,Munich District Four,Adult,10531,2018-02-13 20:41:23,Baking pizza ready,B
1226,1321,1,34,10,47,Speciale,Large,1,Chef 2,Friday,16,Feedera SE,Munich District One,Student,Munich District Four,Adult,10532,2018-02-13 20:44:23,Plan route,A
1227,1321,1,34,10,47,Speciale,Large,1,Chef 2,Friday,16,Feedera SE,Munich District One,Student,Munich District Four,Adult,10533,2018-02-13 20:47:23,Departure pizza,A
1228,1321,1,34,10,47,Speciale,Large,1,Chef 2,Friday,16,Feedera SE,Munich District One,Student,Munich District Four,Adult,10534,2018-02-13 20:47:23,Pizza arrives at customer,A
1229,1321,1,34,10,47,Speciale,Large,1,Chef 2,Friday,16,Feedera SE,Munich District One,Student,Munich District Four,Adult,10535,2018-02-13 20:50:23,Payment customer,A
1230,1098,2,34,11,7,Veggie,Large,4,Waiter,Sunday,15,Deliveruu Inc.,Munich District Three,Student,Munich District Four,Adult,8743,2018-04-01 06:20:19,Order at the counter (shop),A
1231,1098,2,34,11,7,Veggie,Large,4,Waiter,Sunday,15,Deliveruu Inc.,Munich District Three,Student,Munich District Four,Adult,8744,2018-04-01 06:20:19,Start preparing pizza,A
1232,1098,2,34,11,7,Veggie,Large,4,Waiter,Sunday,15,Deliveruu Inc.,Munich District Three,Student,Munich District Four,Adult,8745,2018-04-01 06:27:19,Start baking pizza,A
1233,1098,2,34,11,7,Veggie,Large,4,Waiter,Sunday,15,Deliveruu Inc.,Munich District Three,Student,Munich District Four,Adult,8746,2018-04-01 06:29:19,Baking pizza ready,A
1234,1098,2,34,11,7,Veggie,Large,4,Waiter,Sunday,15,Deliveruu Inc.,Munich District Three,Student,Munich District Four,Adult,8747,2018-04-01 06:29:19,Payment customer,A
1235,803,4,34,36,10,Magherita,Large,0,Delivery Scooters ,Friday,12,Deliveruu Inc.,Munich District Three,Student,Munich District Four,Adult,6410,2018-03-17 17:20:46,Order by phone,B
1236,803,4,34,36,10,Magherita,Large,0,Delivery Scooters ,Friday,12,Deliveruu Inc.,Munich District Three,Student,Munich District Four,Adult,6411,2018-03-17 17:23:46,Start preparing pizza,A
1237,803,4,34,36,10,Magherita,Large,0,Delivery Scooters ,Friday,12,Deliveruu Inc.,Munich District Three,Student,Munich District Four,Adult,6412,2018-03-17 17:28:46,Call Customer,A
1238,803,4,34,36,10,Magherita,Large,0,Delivery Scooters ,Friday,12,Deliveruu Inc.,Munich District Three,Student,Munich District Four,Adult,6413,2018-03-17 17:33:46,Start preparing pizza,A
1239,803,4,34,36,10,Magherita,Large,0,Delivery Scooters ,Friday,12,Deliveruu Inc.,Munich District Three,Student,Munich District Four,Adult,6414,2018-03-17 17:36:46,Start baking pizza,B
1240,803,4,34,36,10,Magherita,Large,0,Delivery Scooters ,Friday,12,Deliveruu Inc.,Munich District Three,Student,Munich District Four,Adult,6415,2018-03-17 17:38:46,Baking pizza ready,A
1241,803,4,34,36,10,Magherita,Large,0,Delivery Scooters ,Friday,12,Deliveruu Inc.,Munich District Three,Student,Munich District Four,Adult,6416,2018-03-17 17:39:46,Plan route,B
1242,803,4,34,36,10,Magherita,Large,0,Delivery Scooters ,Friday,12,Deliveruu Inc.,Munich District Three,Student,Munich District Four,Adult,6417,2018-03-17 17:43:46,Departure pizza,A
1243,803,4,34,36,10,Magherita,Large,0,Delivery Scooters ,Friday,12,Deliveruu Inc.,Munich District Three,Student,Munich District Four,Adult,6418,2018-03-17 17:47:46,Pizza arrives at customer,A
1244,803,4,34,36,10,Magherita,Large,0,Delivery Scooters ,Friday,12,Deliveruu Inc.,Munich District Three,Student,Munich District Four,Adult,6419,2018-03-17 17:48:46,Payment customer,A
1245,1413,6,34,51,44,Salami,Large,3,Delivery Scooters ,Saturday,18,Feedera SE,Munich District Three,Adult,Munich District Four,Adult,11227,2018-04-10 00:55:24,Approve order website,A
1246,1413,6,34,51,44,Salami,Large,3,Delivery Scooters ,Saturday,18,Feedera SE,Munich District Three,Adult,Munich District Four,Adult,11228,2018-04-10 00:55:24,Start order website,A
1247,1413,6,34,51,44,Salami,Large,3,Delivery Scooters ,Saturday,18,Feedera SE,Munich District Three,Adult,Munich District Four,Adult,11229,2018-04-10 00:56:24,Receive order website,A
1248,1413,6,34,51,44,Salami,Large,3,Delivery Scooters ,Saturday,18,Feedera SE,Munich District Three,Adult,Munich District Four,Adult,11230,2018-04-10 01:00:24,Call Customer,B
1249,1413,6,34,51,44,Salami,Large,3,Delivery Scooters ,Saturday,18,Feedera SE,Munich District Three,Adult,Munich District Four,Adult,11231,2018-04-10 01:06:24,Start preparing pizza,A
1250,1413,6,34,51,44,Salami,Large,3,Delivery Scooters ,Saturday,18,Feedera SE,Munich District Three,Adult,Munich District Four,Adult,11232,2018-04-10 01:07:24,Start baking pizza,B
1251,1413,6,34,51,44,Salami,Large,3,Delivery Scooters ,Saturday,18,Feedera SE,Munich District Three,Adult,Munich District Four,Adult,11233,2018-04-10 01:18:24,Baking pizza ready,A
1252,1413,6,34,51,44,Salami,Large,3,Delivery Scooters ,Saturday,18,Feedera SE,Munich District Three,Adult,Munich District Four,Adult,11234,2018-04-10 01:21:24,Plan route,A
1253,1413,6,34,51,44,Salami,Large,3,Delivery Scooters ,Saturday,18,Feedera SE,Munich District Three,Adult,Munich District Four,Adult,11235,2018-04-10 01:22:24,Departure pizza,B
1254,1413,6,34,51,44,Salami,Large,3,Delivery Scooters ,Saturday,18,Feedera SE,Munich District Three,Adult,Munich District Four,Adult,11236,2018-04-10 01:29:24,Payment customer,A
1255,1413,6,34,51,44,Salami,Large,3,Delivery Scooters ,Saturday,18,Feedera SE,Munich District Three,Adult,Munich District Four,Adult,11237,2018-04-10 01:29:24,Pizza arrives at customer,B
1256,197,1,230,28,7,Magherita,Small,0,Delivery Guy 2,Saturday,16,Deliver Now Holding,Munich District Three,Student,Munich District Two,Student,1652,2018-03-13 07:33:04,Order by phone,A
1257,197,1,230,28,7,Magherita,Small,0,Delivery Guy 2,Saturday,16,Deliver Now Holding,Munich District Three,Student,Munich District Two,Student,1653,2018-03-13 07:33:04,Start preparing pizza,A
1258,197,1,230,28,7,Magherita,Small,0,Delivery Guy 2,Saturday,16,Deliver Now Holding,Munich District Three,Student,Munich District Two,Student,1654,2018-03-13 07:36:04,Start baking pizza,A
1259,197,1,230,28,7,Magherita,Small,0,Delivery Guy 2,Saturday,16,Deliver Now Holding,Munich District Three,Student,Munich District Two,Student,1655,2018-03-13 07:38:04,Baking pizza ready,A
1260,197,1,230,28,7,Magherita,Small,0,Delivery Guy 2,Saturday,16,Deliver Now Holding,Munich District Three,Student,Munich District Two,Student,1656,2018-03-13 07:41:04,Plan route,A
1261,197,1,230,28,7,Magherita,Small,0,Delivery Guy 2,Saturday,16,Deliver Now Holding,Munich District Three,Student,Munich District Two,Student,1657,2018-03-13 07:44:04,Departure pizza,A
1262,197,1,230,28,7,Magherita,Small,0,Delivery Guy 2,Saturday,16,Deliver Now Holding,Munich District Three,Student,Munich District Two,Student,1658,2018-03-13 07:53:04,Pizza arrives at customer,A
1263,197,1,230,28,7,Magherita,Small,0,Delivery Guy 2,Saturday,16,Deliver Now Holding,Munich District Three,Student,Munich District Two,Student,1659,2018-03-13 08:30:04,Payment customer,A
1264,567,1,230,6,33,Salami,Medium,2,Delivery Scooters ,Sunday,14,Deliver Now Holding,Munich District Two,Adult,Munich District Two,Student,4541,2018-05-11 07:20:21,Order by phone,A
1265,567,1,230,6,33,Salami,Medium,2,Delivery Scooters ,Sunday,14,Deliver Now Holding,Munich District Two,Adult,Munich District Two,Student,4542,2018-05-11 07:20:21,Start preparing pizza,A
1266,567,1,230,6,33,Salami,Medium,2,Delivery Scooters ,Sunday,14,Deliver Now Holding,Munich District Two,Adult,Munich District Two,Student,4543,2018-05-11 07:21:21,Start baking pizza,A
1267,567,1,230,6,33,Salami,Medium,2,Delivery Scooters ,Sunday,14,Deliver Now Holding,Munich District Two,Adult,Munich District Two,Student,4544,2018-05-11 07:26:21,Baking pizza ready,A
1268,567,1,230,6,33,Salami,Medium,2,Delivery Scooters ,Sunday,14,Deliver Now Holding,Munich District Two,Adult,Munich District Two,Student,4545,2018-05-11 07:30:21,Plan route,A
1269,567,1,230,6,33,Salami,Medium,2,Delivery Scooters ,Sunday,14,Deliver Now Holding,Munich District Two,Adult,Munich District Two,Student,4546,2018-05-11 07:31:21,Departure pizza,A
1270,567,1,230,6,33,Salami,Medium,2,Delivery Scooters ,Sunday,14,Deliver Now Holding,Munich District Two,Adult,Munich District Two,Student,4547,2018-05-11 07:32:21,Pizza arrives at customer,B
1271,567,1,230,6,33,Salami,Medium,2,Delivery Scooters ,Sunday,14,Deliver Now Holding,Munich District Two,Adult,Munich District Two,Student,4548,2018-05-11 07:51:21,Payment customer,A
1272,1904,1,230,51,1,Salami,Large,3,Ingredients,Friday,13,BestOrder Inc.,Munich District Two,Student,Munich District Two,Student,15064,2018-04-04 19:55:26,Order by phone,B
1273,1904,1,230,51,1,Salami,Large,3,Ingredients,Friday,13,BestOrder Inc.,Munich District Two,Student,Munich District Two,Student,15065,2018-04-04 19:56:26,Start preparing pizza,A
1274,1904,1,230,51,1,Salami,Large,3,Ingredients,Friday,13,BestOrder Inc.,Munich District Two,Student,Munich District Two,Student,15066,2018-04-04 20:02:26,Start baking pizza,B
1275,1904,1,230,51,1,Salami,Large,3,Ingredients,Friday,13,BestOrder Inc.,Munich District Two,Student,Munich District Two,Student,15067,2018-04-04 20:04:26,Baking pizza ready,B
1276,1904,1,230,51,1,Salami,Large,3,Ingredients,Friday,13,BestOrder Inc.,Munich District Two,Student,Munich District Two,Student,15068,2018-04-04 20:06:26,Plan route,A
1277,1904,1,230,51,1,Salami,Large,3,Ingredients,Friday,13,BestOrder Inc.,Munich District Two,Student,Munich District Two,Student,15069,2018-04-04 20:11:26,Departure pizza,A
1278,1904,1,230,51,1,Salami,Large,3,Ingredients,Friday,13,BestOrder Inc.,Munich District Two,Student,Munich District Two,Student,15070,2018-04-04 20:14:26,Pizza arrives at customer,A
1279,1904,1,230,51,1,Salami,Large,3,Ingredients,Friday,13,BestOrder Inc.,Munich District Two,Student,Munich District Two,Student,15071,2018-04-04 20:34:26,Payment customer,A
1280,399,3,230,5,7,Salami,Small,0,Chef 2,Saturday,13,Deliver Now Holding,Munich District One,Student,Munich District Two,Student,3229,2018-04-19 08:21:55,Order by phone,B
1281,399,3,230,5,7,Salami,Small,0,Chef 2,Saturday,13,Deliver Now Holding,Munich District One,Student,Munich District Two,Student,3230,2018-04-19 08:24:55,Start preparing pizza,B
1282,399,3,230,5,7,Salami,Small,0,Chef 2,Saturday,13,Deliver Now Holding,Munich District One,Student,Munich District Two,Student,3231,2018-04-19 08:28:55,Start baking pizza,A
1283,399,3,230,5,7,Salami,Small,0,Chef 2,Saturday,13,Deliver Now Holding,Munich District One,Student,Munich District Two,Student,3232,2018-04-19 08:48:55,Baking pizza ready,A
1284,399,3,230,5,7,Salami,Small,0,Chef 2,Saturday,13,Deliver Now Holding,Munich District One,Student,Munich District Two,Student,3233,2018-04-19 08:51:55,Start preparing pizza,A
1285,399,3,230,5,7,Salami,Small,0,Chef 2,Saturday,13,Deliver Now Holding,Munich District One,Student,Munich District Two,Student,3234,2018-04-19 08:57:55,Baking pizza ready,B
1286,399,3,230,5,7,Salami,Small,0,Chef 2,Saturday,13,Deliver Now Holding,Munich District One,Student,Munich District Two,Student,3235,2018-04-19 08:57:55,Start baking pizza,A
1287,399,3,230,5,7,Salami,Small,0,Chef 2,Saturday,13,Deliver Now Holding,Munich District One,Student,Munich District Two,Student,3236,2018-04-19 08:57:55,Plan route,B
1288,399,3,230,5,7,Salami,Small,0,Chef 2,Saturday,13,Deliver Now Holding,Munich District One,Student,Munich District Two,Student,3237,2018-04-19 08:57:55,Departure pizza,A
1289,399,3,230,5,7,Salami,Small,0,Chef 2,Saturday,13,Deliver Now Holding,Munich District One,Student,Munich District Two,Student,3238,2018-04-19 08:58:55,Pizza arrives at customer,A
1290,399,3,230,5,7,Salami,Small,0,Chef 2,Saturday,13,Deliver Now Holding,Munich District One,Student,Munich District Two,Student,3239,2018-04-19 09:09:55,Payment customer,B
1291,1834,4,230,56,28,Speciale,Large,0,Delivery Guy 1 ,Tuesday,13,Feedera SE,Munich District One,Student,Munich District Two,Student,14499,2018-03-25 22:41:43,Order by phone,A
1292,1834,4,230,56,28,Speciale,Large,0,Delivery Guy 1 ,Tuesday,13,Feedera SE,Munich District One,Student,Munich District Two,Student,14500,2018-03-25 22:41:43,Start preparing pizza,A
1293,1834,4,230,56,28,Speciale,Large,0,Delivery Guy 1 ,Tuesday,13,Feedera SE,Munich District One,Student,Munich District Two,Student,14501,2018-03-25 22:46:43,Call Customer,A
1294,1834,4,230,56,28,Speciale,Large,0,Delivery Guy 1 ,Tuesday,13,Feedera SE,Munich District One,Student,Munich District Two,Student,14502,2018-03-25 22:49:43,Start preparing pizza,B
1295,1834,4,230,56,28,Speciale,Large,0,Delivery Guy 1 ,Tuesday,13,Feedera SE,Munich District One,Student,Munich District Two,Student,14503,2018-03-25 22:56:43,Start baking pizza,A
1296,1834,4,230,56,28,Speciale,Large,0,Delivery Guy 1 ,Tuesday,13,Feedera SE,Munich District One,Student,Munich District Two,Student,14504,2018-03-25 23:06:43,Baking pizza ready,A
1297,1834,4,230,56,28,Speciale,Large,0,Delivery Guy 1 ,Tuesday,13,Feedera SE,Munich District One,Student,Munich District Two,Student,14505,2018-03-25 23:10:43,Plan route,A
1298,1834,4,230,56,28,Speciale,Large,0,Delivery Guy 1 ,Tuesday,13,Feedera SE,Munich District One,Student,Munich District Two,Student,14506,2018-03-25 23:11:43,Departure pizza,B
1299,1834,4,230,56,28,Speciale,Large,0,Delivery Guy 1 ,Tuesday,13,Feedera SE,Munich District One,Student,Munich District Two,Student,14507,2018-03-25 23:15:43,Pizza arrives at customer,B
1300,1834,4,230,56,28,Speciale,Large,0,Delivery Guy 1 ,Tuesday,13,Feedera SE,Munich District One,Student,Munich District Two,Student,14508,2018-03-25 23:39:43,Payment customer,A
1301,1782,4,230,8,16,Salami,Small,0,Phone Bill,Monday,12,Orderly SE,Munich District One,Student,Munich District Two,Student,14096,2018-04-12 07:30:12,Order by phone,B
1302,1782,4,230,8,16,Salami,Small,0,Phone Bill,Monday,12,Orderly SE,Munich District One,Student,Munich District Two,Student,14097,2018-04-12 07:33:12,Start preparing pizza,A
1303,1782,4,230,8,16,Salami,Small,0,Phone Bill,Monday,12,Orderly SE,Munich District One,Student,Munich District Two,Student,14098,2018-04-12 07:34:12,Call Customer,A
