,Year-Sem,SECTION,A,B,C,D,F,TOTAL A-F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR,Year-sem
466,,COURSE TOTAL:,4,3,0,0.1,0.2,7,3.571,0.3,0.4,0.5,0.6,0.7,7.1,Unnamed: 0,20211
472,,COURSE TOTAL:,12,26,7,1,1,47.0,3.0,1.0,0.0,0.0,2.0,0.0,50.0,,20211
482,,COURSE TOTAL:,14,30,13,1,0,58.0,2.9819999999999998,0.0,0.0,0.0,1.0,0.0,59.0,,20211
486,,COURSE TOTAL:,16,0,0,0,0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,,20211
490,,COURSE TOTAL:,13,1,0,0.1,0.2,14,3.928,0.3,0.4,0.5,0.6,0.7,14.1,Unnamed: 0,20211
496,,COURSE TOTAL:,1,27,2,0,0,30.0,2.966,1.0,0.0,0.0,4.0,0.0,35.0,,20211
502,,COURSE TOTAL:,98,17,3,0,0,118.0,3.805,0.0,0.0,0.0,0.0,0.0,118.0,,20211
506,,COURSE TOTAL:,4,3,0,0,0,7.0,3.571,0.0,0.0,0.0,1.0,0.0,8.0,,20211
512,,COURSE TOTAL:,36,38,3,0,0,77.0,3.428,0.0,0.0,0.0,1.0,1.0,79.0,,20211
516,,COURSE TOTAL:,11,3,0,0,0,14.0,3.785,0.0,0.0,0.0,0.0,0.0,14.0,,20211
520,,COURSE TOTAL:,24,0,0,0,0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,,20211
526,,COURSE TOTAL:,27,29,15,1,0,72.0,3.138,12.0,0.0,0.0,7.0,0.0,91.0,,20211
530,,COURSE TOTAL:,26,26,3,2,0,57.0,3.333,0.0,0.0,0.0,2.0,0.0,59.0,,20211
540,,COURSE TOTAL:,66,0,0,0,0,66.0,4.0,2.0,0.0,0.0,0.0,0.0,68.0,,20211
544,,COURSE TOTAL:,6,2,0,0,0,8.0,3.75,0.0,0.0,0.0,4.0,0.0,12.0,,20211
548,,COURSE TOTAL:,8,32,1,0,0,41.0,3.17,0.0,0.0,0.0,0.0,0.0,41.0,,20211
552,,COURSE TOTAL:,22,24,4,0,0,50.0,3.36,1.0,0.0,0.0,0.0,0.0,51.0,,20211
560,,COURSE TOTAL:,64,50,3,0,0,117.0,3.512,0.0,0.0,0.0,0.0,0.0,117.0,,20211
564,,COURSE TOTAL:,14,5,3,0,0,22.0,3.5,0.0,0.0,0.0,1.0,0.0,23.0,,20211
568,,COURSE TOTAL:,7,8,1,0,0,16.0,3.375,10.0,0.0,0.0,1.0,0.0,27.0,,20211
572,,COURSE TOTAL:,34,5,0,0,0,39.0,3.8710000000000004,0.0,0.0,0.0,1.0,0.0,40.0,,20211
576,,COURSE TOTAL:,24,18,3,0,0,45.0,3.466,0.0,0.0,0.0,3.0,0.0,48.0,,20211
582,,COURSE TOTAL:,7,44,1,0,0,52.0,3.115,0.0,0.0,0.0,0.0,0.0,52.0,,20211
590,,COURSE TOTAL:,32,0,0,0,0,32.0,4.0,0.0,0.0,0.0,0.0,0.0,32.0,,20211
594,,COURSE TOTAL:,17,10,0,0,0,27.0,3.6289999999999996,0.0,0.0,0.0,3.0,0.0,30.0,,20211
598,,COURSE TOTAL:,5,5,0,0,0,10.0,3.5,0.0,0.0,0.0,0.0,0.0,10.0,,20211
602,,COURSE TOTAL:,10,2,0,0,0,12.0,3.833,0.0,0.0,0.0,0.0,0.0,12.0,,20211
608,,COURSE TOTAL:,16,14,2,0,0,32.0,3.437,0.0,0.0,0.0,0.0,0.0,32.0,,20211
612,,COURSE TOTAL:,8,5,0,0,0,13.0,3.615,0.0,0.0,0.0,0.0,0.0,13.0,,20211
616,,COURSE TOTAL:,6,0,0,0,0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,,20211
622,,COURSE TOTAL:,15,26,12,3,0,56.0,2.946,0.0,0.0,0.0,1.0,0.0,57.0,,20211
626,,COURSE TOTAL:,43,0,0,0,0,43.0,4.0,0.0,0.0,0.0,0.0,0.0,43.0,,20211
632,,COURSE TOTAL:,22,17,3,0,0,42.0,3.452,0.0,0.0,0.0,0.0,0.0,42.0,,20211
636,,COURSE TOTAL:,39,2,0,0,0,41.0,3.951,0.0,0.0,0.0,0.0,0.0,41.0,,20211
640,,COURSE TOTAL:,21,23,0,0,0,44.0,3.465,0.0,0.0,0.0,0.0,0.0,44.0,,20211
650,,COURSE TOTAL:,94,2,1,0,0,97.0,3.7769999999999997,0.0,0.0,0.0,0.0,0.0,97.0,,20211
654,,COURSE TOTAL:,2,4,0,0,0,6.0,3.333,0.0,0.0,0.0,0.0,0.0,6.0,,20211
660,,COURSE TOTAL:,25,15,4,0,0,44.0,3.477,0.0,0.0,0.0,1.0,0.0,45.0,,20211
664,,COURSE TOTAL:,55,7,0,0,0,62.0,3.887,0.0,0.0,0.0,0.0,0.0,62.0,,20211
672,,COURSE TOTAL:,497,274,123,28,12,934.0,3.301,1.0,0.0,0.0,62.0,0.0,997.0,,20211
682,,COURSE TOTAL:,211,375,71,22,16,695.0,3.069,0.0,0.0,0.0,54.0,0.0,749.0,,20211
688,,COURSE TOTAL:,19,21,7,7,4,58.0,2.758,0.0,0.0,0.0,24.0,0.0,82.0,,20211
694,,COURSE TOTAL:,39,27,0,0.1,0.2,66,3.590,0.3,0.4,0.5,2,0.6,68,Unnamed: 0,20211
698,,COURSE TOTAL:,14,5,0,0,0,19.0,3.736,0.0,0.0,0.0,4.0,0.0,23.0,,20211
704,,COURSE TOTAL:,20,26,8,1,0,55.0,3.181,0.0,0.0,0.0,0.0,0.0,55.0,,20211
708,,COURSE TOTAL:,45,16,2,1,0,64.0,3.64,0.0,0.0,0.0,1.0,0.0,65.0,,20211
712,,COURSE TOTAL:,10,3,1,0,0,14.0,3.642,0.0,0.0,0.0,3.0,0.0,17.0,,20211
720,,COURSE TOTAL:,42,7,4,0,0,53.0,3.716,0.0,0.0,0.0,0.0,0.0,53.0,,20211
724,,COURSE TOTAL:,43,18,3,1,0,65.0,3.5839999999999996,0.0,0.0,0.0,2.0,0.0,67.0,,20211
728,,COURSE TOTAL:,16,1,1,0,0,18.0,3.833,0.0,0.0,0.0,1.0,0.0,19.0,,20211
734,,COURSE TOTAL:,39,1,0,0,0,40.0,3.975,0.0,0.0,0.0,0.0,0.0,40.0,,20211
738,,COURSE TOTAL:,20,8,3,0,1,32.0,3.437,1.0,0.0,0.0,2.0,0.0,35.0,,20211
742,,COURSE TOTAL:,10,3,0,0.1,0.2,13,3.769,0.3,0.4,0.5,0.6,0.7,13.1,Unnamed: 0,20211
746,,COURSE TOTAL:,26,5,2,0,1,34.0,3.617,0.0,0.0,0.0,1.0,0.0,35.0,,20211
750,,COURSE TOTAL:,31,7,0,0,0,38.0,3.815,0.0,0.0,0.0,0.0,0.0,38.0,,20211
754,,COURSE TOTAL:,82,17,1,0,0,100.0,3.81,0.0,0.0,0.0,0.0,0.0,100.0,,20211
760,,COURSE TOTAL:,21,29,1,0,0,51.0,3.392,0.0,0.0,0.0,1.0,0.0,52.0,,20211
764,,COURSE TOTAL:,49,4,1,0,0,54.0,3.888,0.0,0.0,0.0,0.0,0.0,54.0,,20211
768,,COURSE TOTAL:,11,0,0,0,0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,,20211
772,,COURSE TOTAL:,14,7,0,0,0,21.0,3.6660000000000004,0.0,0.0,0.0,0.0,0.0,21.0,,20211
776,,COURSE TOTAL:,14,7,0,0,0,21.0,3.6660000000000004,0.0,0.0,0.0,1.0,0.0,22.0,,20211
780,,COURSE TOTAL:,14,6,0,0,0,20.0,3.7,0.0,0.0,0.0,0.0,0.0,20.0,,20211
786,,COURSE TOTAL:,21,1,0,0,0,22.0,3.9539999999999997,0.0,0.0,0.0,0.0,0.0,22.0,,20211
790,,COURSE TOTAL:,36,26,0,0.1,0.2,62,3.580,0.3,0.4,0.5,0.6,0.7,62.1,Unnamed: 0,20211
800,,COURSE TOTAL:,20,23,10,0,2,55.0,3.072,0.0,0.0,0.0,0.0,0.0,55.0,,20211
812,,COURSE TOTAL:,297,212,73,16,7,605.0,3.282,0.0,0.0,0.0,46.0,0.0,651.0,,20211
818,,COURSE TOTAL:,31,32,16,3,0,82.0,3.109,0.0,0.0,0.0,1.0,0.0,83.0,,20211
830,,COURSE TOTAL:,87,46,21,5,2,161.0,3.31,0.0,0.0,0.0,3.0,0.0,164.0,,20211
836,,COURSE TOTAL:,34,19,5,1,2,61.0,3.344,0.0,0.0,0.0,1.0,0.0,62.0,,20211
842,,COURSE TOTAL:,24,21,16,2,3,66,2.924,0,0.1,0.2,1,0.3,67,Unnamed: 0,20211
848,,COURSE TOTAL:,35,22,7,0,0,64.0,3.437,1.0,0.0,0.0,2.0,0.0,67.0,,20211
858,,COURSE TOTAL:,336,249,70,6,1,662.0,3.3789999999999996,0.0,0.0,0.0,10.0,0.0,672.0,,20211
862,,COURSE TOTAL:,27,9,1,0,0,37.0,3.702,0.0,0.0,0.0,0.0,0.0,37.0,,20211
866,,COURSE TOTAL:,11,0,0.1,0.2,1,12,3.666,0.3,0.4,0.5,0.6,0.7,12.1,Unnamed: 0,20211
876,,COURSE TOTAL:,48,23,3,0,0,74.0,3.608,0.0,0.0,0.0,1.0,0.0,75.0,,20211
880,,COURSE TOTAL:,9,7,1,4,1,22.0,2.863,0.0,0.0,0.0,0.0,0.0,22.0,,20211
890,,COURSE TOTAL:,40,9,0,0.1,1,50,3.740,0.2,0.3,0.4,1.1,0.5,51,Unnamed: 0,20211
894,,COURSE TOTAL:,6,0,0,0,0,6.0,4.0,44.0,0.0,0.0,0.0,0.0,50.0,,20211
900,,COURSE TOTAL:,43,4,1,0,0,48.0,3.875,0.0,0.0,0.0,0.0,0.0,48.0,,20211
904,,COURSE TOTAL:,7,3,0,0,0,10.0,3.7,0.0,0.0,0.0,0.0,0.0,10.0,,20211
908,,COURSE TOTAL:,7,4,0,0,0,11.0,3.636,0.0,0.0,0.0,0.0,0.0,11.0,,20211
914,,COURSE TOTAL:,162,244,186,59,27,678.0,2.6710000000000003,2.0,0.0,0.0,178.0,0.0,858.0,,20211
926,,COURSE TOTAL:,100,166,114,26,8,414.0,2.782,1.0,0.0,0.0,38.0,0.0,453.0,,20211
930,,COURSE TOTAL:,33,48,32,14,4,131.0,2.702,0.0,0.0,0.0,14.0,0.0,145.0,,20211
936,,COURSE TOTAL:,144,409,325,59,6,943,2.663,1,0,0.1,48,0.2,992,Unnamed: 0,20211
986,,COURSE TOTAL:,242,224,94,16,3,579.0,3.1839999999999997,1.0,0.0,0.0,8.0,0.0,588.0,,20211
992,,COURSE TOTAL:,24,18,2,2,0,46.0,3.391,0.0,0.0,0.0,0.0,0.0,46.0,,20211
1004,,COURSE TOTAL:,49,43,8,1,1,102.0,3.352,0.0,0.0,0.0,1.0,0.0,103.0,,20211
1010,,COURSE TOTAL:,21,12,0,0,0,33.0,3.636,0.0,0.0,0.0,1.0,0.0,34.0,,20211
1016,,COURSE TOTAL:,21,24,5,0,2,52.0,3.1919999999999997,1.0,0.0,0.0,1.0,0.0,54.0,,20211
1022,,COURSE TOTAL:,40,6,0,1,0,47.0,3.8080000000000003,0.0,0.0,0.0,1.0,0.0,48.0,,20211
1026,,COURSE TOTAL:,12,12,2,0,0,26.0,3.384,0.0,0.0,0.0,0.0,0.0,26.0,,20211
1030,,COURSE TOTAL:,6,4,1,0,0,11.0,3.4539999999999997,0.0,0.0,0.0,0.0,0.0,11.0,,20211
1034,,COURSE TOTAL:,14,8,5,1,1,29.0,3.137,0.0,0.0,0.0,0.0,0.0,29.0,,20211
1046,,COURSE TOTAL:,76,28,5,0,0,109.0,3.6510000000000002,0.0,0.0,0.0,0.0,0.0,109.0,,20211
1050,,COURSE TOTAL:,6,4,0,0,0,10.0,3.6,0.0,0.0,0.0,0.0,0.0,10.0,,20211
1062,,COURSE TOTAL:,48,40,19,5,0,112.0,3.1689999999999996,0.0,0.0,0.0,2.0,0.0,114.0,,20211
1066,,COURSE TOTAL:,21,4,0,0,0,25.0,3.84,0.0,0.0,0.0,0.0,0.0,25.0,,20211
1070,,COURSE TOTAL:,29,9,0,0,0,38.0,3.763,0.0,0.0,0.0,1.0,0.0,39.0,,20211
1074,,COURSE TOTAL:,10,15,0,0,0,25.0,3.4,0.0,0.0,0.0,0.0,0.0,25.0,,20211
1078,,COURSE TOTAL:,15,17,3,0,0,35.0,3.342,0.0,0.0,0.0,0.0,0.0,35.0,,20211
1112,,COURSE TOTAL:,269,235,24,1,2,531.0,3.446,0.0,0.0,0.0,2.0,0.0,533.0,,20211
1116,,COURSE TOTAL:,9,9,0,0,0,18.0,3.5,0.0,0.0,0.0,0.0,0.0,18.0,,20211
1122,,COURSE TOTAL:,25,16,2,0,0,43.0,3.534,0.0,0.0,0.0,0.0,0.0,43.0,,20211
1126,,COURSE TOTAL:,19,1,0,0,0,20.0,3.95,0.0,0.0,0.0,0.0,0.0,20.0,,20211
1130,,COURSE TOTAL:,16,1,1,0,0,18.0,3.833,0.0,0.0,0.0,0.0,0.0,18.0,,20211
1134,,COURSE TOTAL:,24,6,0,0,0,30.0,3.8,0.0,0.0,0.0,0.0,0.0,30.0,,20211
1140,,COURSE TOTAL:,49,32,1,0,0,82.0,3.585,0.0,0.0,0.0,0.0,0.0,82.0,,20211
1148,,COURSE TOTAL:,77,52,4,0,0,133.0,3.548,0.0,0.0,0.0,0.0,0.0,133.0,,20211
1152,,COURSE TOTAL:,7,0,0,0,0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,,20211
1156,,COURSE TOTAL:,34,5,0,0,0,39.0,3.8710000000000004,1.0,0.0,0.0,0.0,0.0,40.0,,20211
1160,,COURSE TOTAL:,27,13,0,0,0,40.0,3.675,0.0,0.0,0.0,0.0,0.0,40.0,,20211
1164,,COURSE TOTAL:,40,0,0,0,0,40.0,4.0,0.0,0.0,0.0,0.0,0.0,40.0,,20211
1168,,COURSE TOTAL:,13,9,0,0,0,22.0,3.59,0.0,0.0,0.0,0.0,0.0,22.0,,20211
1174,,COURSE TOTAL:,46,2,3,0,0,51.0,3.843,0.0,0.0,0.0,0.0,0.0,51.0,,20211
1178,,COURSE TOTAL:,15,9,0,0,0,24.0,3.625,0.0,0.0,0.0,0.0,0.0,24.0,,20211
1182,,COURSE TOTAL:,36,23,8,0,0,67.0,3.417,0.0,0.0,0.0,0.0,0.0,67.0,,20211
1186,,COURSE TOTAL:,20,20.1,0,0.1,0.2,40,3.500,0.3,0.4,0.5,0.6,0.7,40.1,Unnamed: 0,20211
1190,,COURSE TOTAL:,16,23,2,0,0,41.0,3.341,0.0,0.0,0.0,0.0,0.0,41.0,,20211
1194,,COURSE TOTAL:,9,0,0,0,0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,,20211
1202,,COURSE TOTAL:,49,5,0,0,0,54.0,3.88,0.0,0.0,0.0,0.0,0.0,54.0,,20211
1208,,COURSE TOTAL:,57,25,0,0,0,82.0,3.695,0.0,0.0,0.0,0.0,0.0,82.0,,20211
1216,,COURSE TOTAL:,41,40,1,0,0,82.0,3.487,0.0,0.0,0.0,0.0,0.0,82.0,,20211
1220,,COURSE TOTAL:,5,0,0,0,0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,,20211
1224,,COURSE TOTAL:,28,34,0,0,0,62.0,3.451,0.0,0.0,0.0,0.0,0.0,62.0,,20211
1290,,COURSE TOTAL:,237,289,92,15,5,638.0,3.156,0.0,0.0,0.0,22.0,0.0,660.0,,20211
1298,,COURSE TOTAL:,76,29,0,0,0,105.0,3.7230000000000003,0.0,0.0,0.0,0.0,0.0,105.0,,20211
1312,,COURSE TOTAL:,67,55,4,0,0,126.0,3.5,0.0,0.0,0.0,1.0,0.0,127.0,,20211
1318,,COURSE TOTAL:,39,9,0,0,0,48.0,3.812,0.0,0.0,0.0,0.0,0.0,48.0,,20211
1332,,COURSE TOTAL:,46,40,12,0,0,98.0,3.346,0.0,0.0,0.0,2.0,0.0,100.0,,20211
1336,,COURSE TOTAL:,5,15,3,1,0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,,20211
1342,,COURSE TOTAL:,32,7,0,0,0,39.0,3.82,0.0,0.0,0.0,1.0,0.0,40.0,,20211
1354,,COURSE TOTAL:,68,44,4,0,0.1,116,3.551,0.2,0.3,0.4,1,0.5,117,Unnamed: 0,20211
1358,,COURSE TOTAL:,22,18,0,0,0,40.0,3.55,0.0,0.0,0.0,0.0,0.0,40.0,,20211
1364,,COURSE TOTAL:,52,27,4,0,0,83.0,3.5780000000000003,0.0,0.0,0.0,1.0,0.0,84.0,,20211
1370,,COURSE TOTAL:,92,269,403,128,30,922.0,2.287,2.0,0.0,0.0,86.0,0.0,1010.0,,20211
1382,,COURSE TOTAL:,54,12,1,0,0,67.0,3.7910000000000004,0.0,0.0,0.0,0.0,0.0,67.0,,20211
1392,,COURSE TOTAL:,65,4,0,0,0,69.0,3.9419999999999997,0.0,0.0,0.0,0.0,0.0,69.0,,20211
1402,,COURSE TOTAL:,13,24,4,3,0,44.0,3.068,0.0,0.0,0.0,3.0,0.0,47.0,,20211
1406,,COURSE TOTAL:,17,0,0,0,0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,17.0,,20211
1410,,COURSE TOTAL:,28,0,0,0,0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,28.0,,20211
1428,,COURSE TOTAL:,108,47,2,0,0,157.0,3.675,0.0,0.0,0.0,0.0,0.0,157.0,,20211
1432,,COURSE TOTAL:,6,0,0,0,0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,,20211
1440,,COURSE TOTAL:,55,10,2,0,0,67.0,3.7689999999999997,0.0,0.0,0.0,2.0,0.0,69.0,,20211
1444,,COURSE TOTAL:,21,15,0,0,0,36.0,3.583,0.0,0.0,0.0,0.0,0.0,36.0,,20211
1448,,COURSE TOTAL:,50,1,0,0,0,51.0,3.98,0.0,0.0,0.0,0.0,0.0,51.0,,20211
1454,,COURSE TOTAL:,51,1,0,0.1,0.2,52,3.980,0.3,0.4,0.5,0.6,0.7,52.1,Unnamed: 0,20211
1458,,COURSE TOTAL:,4,4,0,0,0,8.0,3.5,0.0,0.0,0.0,0.0,0.0,8.0,,20211
1464,,COURSE TOTAL:,23,14,1,0,0,38.0,3.5780000000000003,0.0,0.0,0.0,0.0,0.0,38.0,,20211
1468,,COURSE TOTAL:,32,3,0,0,0,35.0,3.9139999999999997,0.0,0.0,0.0,0.0,0.0,35.0,,20211
1478,,COURSE TOTAL:,56,18,1,0,0.1,75,3.733,0.2,0.3,00,Unnamed: 0,0.4,75.1,Unnamed: 1,20211
1484,,COURSE TOTAL:,60,10,0,0,0,70.0,3.8569999999999998,0.0,0.0,00,,0.0,70.0,,20211
1488,,COURSE TOTAL:,45,16,1,0,0,62.0,3.7089999999999996,0.0,0.0,00,,0.0,62.0,,20211
2,,COURSE TOTAL:,22,74,68,4,2,170.0,2.647,0.0,0.0,0.0,19.0,0.0,189.0,,20212
6,,COURSE TOTAL:,28,31,22,8,2,91.0,2.824,0.0,0.0,0.0,4.0,0.0,95.0,,20212
10,,COURSE TOTAL:,4,8,30,4,2,48.0,2.166,0.0,0.0,0.0,2.0,0.0,50.0,,20212
14,,COURSE TOTAL:,23,19,19,4,1,66.0,2.8930000000000002,0.0,0.0,0.0,2.0,0.0,68.0,,20212
18,,COURSE TOTAL:,45,0,0,0,0,45.0,4.0,0.0,0.0,0.0,0.0,0.0,45.0,,20212
22,,COURSE TOTAL:,10,17,11,2,1,41.0,2.804,0.0,0.0,0.0,2.0,0.0,43.0,,20212
26,,COURSE TOTAL:,17,17,6,3,0,43.0,3.116,0.0,0.0,0.0,1.0,0.0,44.0,,20212
32,,COURSE TOTAL:,96,14,1,0,0,111.0,3.855,1.0,0.0,0.0,2.0,0.0,114.0,,20212
36,,COURSE TOTAL:,6,2,0,0,0,8.0,3.75,0.0,0.0,0.0,0.0,0.0,8.0,,20212
40,,COURSE TOTAL:,22,18,4,0,0,44.0,3.409,0.0,0.0,0.0,1.0,0.0,45.0,,20212
44,,COURSE TOTAL:,8,20,5,0,0,33.0,3.09,0.0,0.0,0.0,0.0,0.0,33.0,,20212
48,,COURSE TOTAL:,41,0,0.1,0.2,0.3,41.1,4.000,0.4,0.5,0.6,0.7,0.8,41.2,Unnamed: 0,20212
52,,COURSE TOTAL:,35,17,0,0,0,52.0,3.673,0.0,0.0,0.0,1.0,0.0,53.0,,20212
56,,COURSE TOTAL:,14,2,0,0,0,16.0,3.875,0.0,0.0,0.0,0.0,0.0,16.0,,20212
62,,COURSE TOTAL:,24,13,3,0,0,40.0,3.525,1.0,0.0,0.0,0.0,0.0,41.0,,20212
66,,COURSE TOTAL:,12,0,0,0,0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,,20212
72,,COURSE TOTAL:,10,11,5,0,0.1,26,3.192,0.2,0.3,0.4,1,0.5,27,Unnamed: 0,20212
76,,COURSE TOTAL:,16,18,1,0,0,35.0,3.428,0.0,0.0,0.0,0.0,0.0,35.0,,20212
80,,COURSE TOTAL:,50,0,0,0,0,50.0,4.0,0.0,0.0,0.0,0.0,0.0,50.0,,20212
90,,COURSE TOTAL:,61,0,0,0,0,61.0,4.0,0.0,0.0,0.0,0.0,0.0,61.0,,20212
96,,COURSE TOTAL:,12,29,13,5,0,59.0,2.813,0.0,0.0,0.0,0.0,0.0,59.0,,20212
100,,COURSE TOTAL:,5,0,0,0,0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,,20212
104,,COURSE TOTAL:,31,19,0,0,0,50.0,3.62,0.0,0.0,0.0,0.0,0.0,50.0,,20212
108,,COURSE TOTAL:,49,0,1,0.1,0.2,50,3.960,0.3,0.4,0.5,0.6,0.7,50.1,Unnamed: 0,20212
112,,COURSE TOTAL:,49,2,0,0,0,51.0,3.96,0.0,0.0,0.0,0.0,0.0,51.0,,20212
116,,COURSE TOTAL:,8,7,1,0,0,16.0,3.437,0.0,0.0,0.0,0.0,0.0,16.0,,20212
122,,COURSE TOTAL:,75,107,54,20,4,260.0,2.88,1.0,0.0,0.0,7.0,0.0,268.0,,20212
126,,COURSE TOTAL:,8,0,0,0,0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,,20212
130,,COURSE TOTAL:,10,4,3,0,0,17.0,3.411,0.0,0.0,0.0,0.0,0.0,17.0,,20212
134,,COURSE TOTAL:,5,9,3,1,0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,,20212
138,,COURSE TOTAL:,111,126,69,10,12,328.0,2.957,0.0,0.0,0.0,13.0,0.0,341.0,,20212
142,,COURSE TOTAL:,3,2,0,0,0,5.0,3.6,0.0,0.0,0.0,0.0,0.0,5.0,,20212
146,,COURSE TOTAL:,5,2,2,0,0,9.0,3.333,0.0,0.0,0.0,0.0,0.0,9.0,,20212
150,,COURSE TOTAL:,4,5,2,0,1,12.0,2.9160000000000004,0.0,0.0,0.0,0.0,0.0,12.0,,20212
154,,COURSE TOTAL:,15,13,0,0,0,28.0,3.535,0.0,0.0,0.0,2.0,0.0,30.0,,20212
158,,COURSE TOTAL:,18,15,3,0,0,36.0,3.4160000000000004,0.0,0.0,0.0,6.0,0.0,42.0,,20212
162,,COURSE TOTAL:,25,21,1,0,0,47.0,3.51,0.0,0.0,0.0,0.0,0.0,47.0,,20212
166,,COURSE TOTAL:,23,27,0,0,0,50.0,3.46,0.0,0.0,0.0,1.0,0.0,51.0,,20212
172,,COURSE TOTAL:,114,68,43,11,8,244.0,3.102,0.0,0.0,0.0,12.0,0.0,256.0,,20212
178,,COURSE TOTAL:,26,16,5,0,1,48.0,3.375,0.0,0.0,0.0,0.0,0.0,48.0,,20212
182,,COURSE TOTAL:,4,3,1,2,2,12.0,2.416,0.0,0.0,0.0,1.0,0.0,13.0,,20212
186,,COURSE TOTAL:,8,0,0,0,0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,,20212
192,,COURSE TOTAL:,11,0,0.1,0.2,0.3,11.1,4.000,0.4,0.5,0.6,0.7,0.8,11.2,Unnamed: 0,20212
196,,COURSE TOTAL:,21,6,4,0,1,32.0,3.437,2.0,0.0,0.0,9.0,0.0,43.0,,20212
200,,COURSE TOTAL:,26,2,1,0,0,29.0,3.862,0.0,0.0,0.0,1.0,0.0,30.0,,20212
206,,COURSE TOTAL:,30,39,6,2,4,81.0,3.0980000000000003,0.0,0.0,0.0,0.0,0.0,81.0,,20212
212,,COURSE TOTAL:,27,15,2,0,0,44.0,3.568,0.0,0.0,0.0,0.0,0.0,44.0,,20212
218,,COURSE TOTAL:,14,3,0,0,0,17.0,3.823,0.0,0.0,0.0,0.0,0.0,17.0,,20212
224,,COURSE TOTAL:,25,21,8,0,0,54.0,3.3139999999999996,0.0,0.0,0.0,1.0,0.0,55.0,,20212
228,,COURSE TOTAL:,15,8,6,0,0,29.0,3.31,0.0,0.0,0.0,1.0,0.0,30.0,,20212
232,,COURSE TOTAL:,3,6,6,4,1,20.0,2.3,0.0,0.0,0.0,1.0,0.0,21.0,,20212
238,,COURSE TOTAL:,42,22,10,1,1,76.0,3.355,1.0,0.0,0.0,2.0,0.0,79.0,,20212
242,,COURSE TOTAL:,15,0,0,0,0,15.0,4.0,0.0,0.0,0.0,1.0,0.0,16.0,,20212
248,,COURSE TOTAL:,19,33,42,21,3,118.0,2.372,0.0,0.0,0.0,20.0,0.0,138.0,,20212
252,,COURSE TOTAL:,10,18,14,2,1,45.0,2.755,0.0,0.0,0.0,0.0,0.0,45.0,,20212
256,,COURSE TOTAL:,33,24,10,4,1,72.0,3.1660000000000004,0.0,0.0,0.0,0.0,0.0,72.0,,20212
260,,COURSE TOTAL:,50,107,179,60,12,408.0,2.301,0.0,0.0,0.0,23.0,0.0,431.0,,20212
264,,COURSE TOTAL:,19,29,18,7,0,73.0,2.821,0.0,0.0,0.0,0.0,0.0,73.0,,20212
268,,COURSE TOTAL:,18,3,0,0,0,21.0,3.8569999999999998,0.0,0.0,0.0,0.0,0.0,21.0,,20212
272,,COURSE TOTAL:,10,5,1,0,0,16.0,3.562,0.0,0.0,0.0,0.0,0.0,16.0,,20212
280,,COURSE TOTAL:,34,31,7,1,3,76.0,3.21,0.0,0.0,0.0,3.0,0.0,79.0,,20212
286,,COURSE TOTAL:,48,4,0,0,0,52.0,3.923,0.0,0.0,0.0,1.0,0.0,53.0,,20212
290,,COURSE TOTAL:,31,19,0,0,0,50.0,3.62,0.0,0.0,0.0,0.0,0.0,50.0,,20212
296,,COURSE TOTAL:,48,28,0,0,0,76.0,3.6310000000000002,0.0,0.0,0.0,0.0,0.0,76.0,,20212
304,,COURSE TOTAL:,34,34,6,0,0,74.0,3.378,0.0,0.0,0.0,0.0,0.0,74.0,,20212
308,,COURSE TOTAL:,8,2,1,0,0,11.0,3.636,0.0,0.0,0.0,0.0,0.0,11.0,,20212
312,,COURSE TOTAL:,6,0,0,0,0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,,20212
316,,COURSE TOTAL:,13,11,0,0,0,24.0,3.5410000000000004,0.0,0.0,0.0,2.0,0.0,26.0,,20212
320,,COURSE TOTAL:,10,0,1,0,0,11.0,3.818,0.0,0.0,0.0,0.0,0.0,11.0,,20212
324,,COURSE TOTAL:,4,1,0,0.1,0.2,5,3.800,0.3,0.4,0.5,0.6,0.7,5.1,Unnamed: 0,20212
334,,COURSE TOTAL:,126,97,67,15,6,311.0,3.035,0.0,0.0,0.0,18.0,0.0,329.0,,20212
338,,COURSE TOTAL:,10,2,1,0,1,14.0,3.428,0.0,0.0,0.0,0.0,0.0,14.0,,20212
