,Year-Sem,SECTION,A,B,C,D,F,TOTAL A-F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR,Year-sem
2704,,KINE-199-458,8,1,0,0,0,9.0,3.888,0.0,11.0,0.0,0.0,0.0,20.0,WOODARD D,20211
2705,,KINE-199-464,4,1,0,0,0,5.0,3.8,0.0,10.0,0.0,0.0,0.0,15.0,DROLESKEY S,20211
2706,,KINE-199-466,7,1,0,0,0,8.0,3.875,0.0,13.0,0.0,2.0,0.0,23.0,ALVAREZ A,20211
2707,,KINE-199-473,13,0,0,0,0,13.0,4.0,0.0,10.0,0.0,1.0,0.0,24.0,DIXON S,20211
2708,,KINE-199-485,14,0,0,0,0,14.0,4.0,0.0,9.0,0.0,0.0,0.0,23.0,ISENHART M,20211
2709,,KINE-199-488,6,0,0,0,0,6.0,4.0,0.0,17.0,0.0,1.0,0.0,24.0,SCHAKEL D,20211
2710,,KINE-199-489,10,0,0,0,0,10.0,4.0,0.0,12.0,0.0,2.0,0.0,24.0,SCHAKEL D,20211
2711,,KINE-199-490,9,0,0,0,0,9.0,4.0,0.0,11.0,0.0,1.0,0.0,21.0,SCHAKEL D,20211
2712,,KINE-199-494,9,1,0,0,0,10.0,3.9,0.0,13.0,0.0,1.0,0.0,24.0,SCHAKEL D,20211
2713,,KINE-199-499,7,0,0,0,0,7.0,4.0,0.0,16.0,0.0,0.0,0.0,23.0,SCHAKEL D,20211
2714,,KINE-199-500,14,1,0,0,0,15.0,3.9330000000000003,0.0,9.0,0.0,0.0,0.0,24.0,SCHAKEL D,20211
2715,,KINE-199-504,8,1,0,0,0,9.0,3.888,0.0,13.0,0.0,1.0,0.0,23.0,BYRNE K,20211
2716,,KINE-199-505,10,0,0.1,0.2,0.3,10.1,3.636,013,Unnamed: 0,1,0.4,0.5,24,BYRNE K,20211
2717,,KINE-199-508,8,1,0,0,0,9.0,3.888,014,,0.0,0.0,0.0,23.0,BYRNE K,20211
2718,,KINE-199-513,13,1,0,0,0,14.0,3.928,010,,0.0,0.0,0.0,24.0,BYRNE K,20211
2719,,KINE-199-514,8,0,0,0,0,8.0,4.0,013,,0.0,1.0,0.0,22.0,WENZEL T,20211
2720,,KINE-199-539,8,0,0,0,0,8.0,4.0,012,,0.0,2.0,0.0,22.0,TEMPLIN M,20211
2721,,KINE-199-540,8,1,0,0,0,9.0,3.888,015,,0.0,0.0,0.0,24.0,TEMPLIN M,20211
2722,,KINE-199-541,6,1,0,0,0,7.0,3.8569999999999998,013,,0.0,1.0,0.0,21.0,TEMPLIN M,20211
2723,,KINE-199-546,16,0,0,0,0,16.0,4.0,06,,0.0,1.0,0.0,23.0,NETHERLAND B,20211
2724,,KINE-199-547,16,0,0,0,0,16.0,4.0,05,,0.0,0.0,0.0,21.0,NETHERLAND B,20211
2725,,KINE-199-596,82,0,0,0,0,82.0,4.0,0167,,0.0,0.0,0.0,249.0,THOMAS F,20211
2726,,KINE-199-598,10,0,0,0,0,10.0,4.0,041,,0.0,0.0,0.0,51.0,COHEN L,20211
2727,,KINE-201-500,22,0,0,0,0,22.0,4.0,00,,0.0,0.0,0.0,22.0,BERGERON C,20211
2728,,KINE-210-500,22,2,0,0,1,25.0,3.76,0.0,0.0,0.0,0.0,0.0,25.0,POOLEY-DETWILER A,20211
2729,,KINE-213-598,33,52,9,0,1,95.0,3.221,0.0,0.0,0.0,5.0,0.0,100.0,WRIGHT D,20211
2730,,KINE-213-599,30,42,15,2,4,93.0,2.989,0.0,0.0,0.0,7.0,0.0,100.0,WRIGHT D,20211
2731,,KINE-214-599,15,5,2,0,0,22.0,3.59,0.0,0.0,0.0,2.0,0.0,24.0,BIN RADHYAN F,20211
2732,,KINE-215-501,20,0,0,0,0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,20.0,THORNTON M,20211
2733,,KINE-215-502,14,0,1,0,0,15.0,3.866,0.0,0.0,0.0,0.0,0.0,15.0,THORNTON M,20211
2734,,KINE-223-001,45,23,8,1,1,78.0,3.41,0.0,0.0,0.0,1.0,0.0,79.0,SPORTSMAN-DARNELL G,20211
2735,,KINE-223-002,47,20,4,1,2,74,3.472,0,0.1,0.2,6,0.3,80,WOLFE J,20211
2736,,KINE-223-003,19,15,3,1,2,40.0,3.2,1.0,0.0,0.0,0.0,0.0,41.0,WOLFE J,20211
2737,,KINE-223-004,47,19,5,2,1,74.0,3.472,0.0,0.0,0.0,4.0,0.0,78.0,LOCKLEAR A,20211
2738,,KINE-223-005,52,16,10,0,0,78.0,3.5380000000000003,0.0,0.0,0.0,2.0,0.0,80.0,BREKKEN K,20211
2739,,KINE-223-006,13,7,2,1,0,23.0,3.391,0.0,0.0,0.0,1.0,0.0,24.0,SPORTSMAN-DARNELL G,20211
2740,,KINE-223-007,21,1,1,1,0,24.0,3.75,0.0,0.0,0.0,0.0,0.0,24.0,SLAGEL K,20211
2741,,KINE-223-008,14,3,2,0,3,22.0,3.136,0.0,0.0,0.0,2.0,0.0,24.0,SLAGEL K,20211
2742,,KINE-223-009,14,6,4,0,0,24.0,3.4160000000000004,0.0,0.0,0.0,0.0,0.0,24.0,SZURA J,20211
2743,,KINE-223-010,14,5,3,0,0,22.0,3.5,0.0,0.0,0.0,1.0,0.0,23.0,SLAGEL K,20211
2744,,KINE-223-011,15,10,2,0,0,27.0,3.4810000000000003,0.0,0.0,0.0,1.0,0.0,28.0,SIMMONS K,20211
2745,,KINE-223-012,2,2,2,3,0,9.0,2.333,0.0,0.0,0.0,1.0,0.0,10.0,SIMMONS K,20211
2746,,KINE-223-013,15,3,2,0,0,20.0,3.65,0.0,0.0,0.0,3.0,0.0,23.0,WRIGHT M,20211
2747,,KINE-223-015,16,2,0,0,0,18.0,3.888,0.0,0.0,0.0,0.0,0.0,18.0,WAITE L,20211
2748,,KINE-223-017,19,3,0,0.1,0.2,22,3.863,1,0.3,0.4,0.5,0.6,23,NETHERLAND B,20211
2749,,KINE-223-018,18,3,1,1,0,23.0,3.6519999999999997,0.0,0.0,0.0,1.0,0.0,24.0,WOLFE J,20211
2750,,KINE-223-020,17,4,1,0,0,22.0,3.727,0.0,0.0,0.0,2.0,0.0,24.0,WOLFE J,20211
2751,,KINE-223-021,15,5,2,0,0,22.0,3.59,0.0,0.0,0.0,1.0,0.0,23.0,SZURA J,20211
2752,,KINE-223-022,9,8,3,0,2,22.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,ALVAREZ A,20211
2753,,KINE-223-023,22,1,0,0,0,23.0,3.9560000000000004,0.0,0.0,0.0,0.0,0.0,23.0,KUPPERSMITH N,20211
2754,,KINE-223-024,19,3,1,0,0,23.0,3.782,0.0,0.0,0.0,1.0,0.0,24.0,BYRNE K,20211
2755,,KINE-223-025,22,1,1,0,0,24.0,3.875,0.0,0.0,0.0,0.0,0.0,24.0,HANIK M,20211
2756,,KINE-223-026,5,1,1,0,1,8.0,3.125,0.0,0.0,0.0,2.0,0.0,10.0,BYRNE K,20211
2757,,KINE-223-028,16,7,0,0,0,23.0,3.695,0.0,0.0,0.0,1.0,0.0,24.0,ISENHART M,20211
2758,,KINE-223-030,16,6,1,0,0,23.0,3.6519999999999997,0.0,0.0,0.0,1.0,0.0,24.0,HANIK M,20211
2759,,KINE-223-031,14,7,2,1,0,24.0,3.4160000000000004,0.0,0.0,0.0,0.0,0.0,24.0,CAMPBELL A,20211
2760,,KINE-223-035,14,3,4,1,0,22.0,3.363,0.0,0.0,0.0,1.0,0.0,23.0,SIMMONS K,20211
2761,,KINE-223-036,15,5,1,0,0.1,21,3.666,0.2,0.3,0.4,1.1,0.5,22,DIXON S,20211
2762,,KINE-223-037,5,2,4,4,1,16.0,2.375,0.0,0.0,0.0,1.0,0.0,17.0,CAMPBELL A,20211
2763,,KINE-223-038,5,0,7,0,0,12.0,2.833,0.0,0.0,0.0,0.0,0.0,12.0,MCGOWAN A,20211
2764,,KINE-223-039,6,7,1,1,0,15.0,3.2,0.0,0.0,0.0,3.0,0.0,18.0,CAMPBELL A,20211
2765,,KINE-223-040,9,9,3,0,1,22.0,3.136,0.0,0.0,0.0,1.0,0.0,23.0,MCGOWAN A,20211
2766,,KINE-223-053,9,5,3,1,0,18.0,3.222,0.0,0.0,0.0,0.0,0.0,18.0,ALVAREZ A,20211
2767,,KINE-223-054,22,2,0,0,0,24.0,3.9160000000000004,0.0,0.0,0.0,0.0,0.0,24.0,DIXON S,20211
2768,,KINE-223-055,10,7,5,0,0,22.0,3.227,0.0,0.0,0.0,1.0,0.0,23.0,CAMPBELL A,20211
2769,,KINE-223-056,12,11,1,0,0,24.0,3.458,0.0,0.0,0.0,0.0,0.0,24.0,CAMPBELL K,20211
2770,,KINE-223-059,20,3,0,0,0,23.0,3.8689999999999998,0.0,0.0,0.0,1.0,0.0,24.0,POOLEY-DETWILER A,20211
2771,,KINE-223-061,12,9,1,0,0,22.0,3.5,0.0,0.0,0.0,1.0,0.0,23.0,ISENHART M,20211
2772,,KINE-223-062,21,2,0,0,0,23.0,3.9130000000000003,0.0,0.0,0.0,1.0,0.0,24.0,NETHERLAND B,20211
2773,,KINE-223-070,19,1,0,0,0,20.0,3.95,0.0,0.0,0.0,0.0,0.0,20.0,KUPPERSMITH N,20211
2774,,KINE-223-071,19,1,0,0.1,0.2,20,3.950,0.3,0.4,0.5,0.6,0.7,20.1,KUPPERSMITH N,20211
2775,,KINE-223-072,61,10,3,1,3,78.0,3.602,0.0,0.0,0.0,0.0,0.0,78.0,WILLINGHAM K,20211
2776,,KINE-223-073,59,7,0,0,2,68.0,3.779,0.0,0.0,0.0,1.0,0.0,69.0,WILLINGHAM K,20211
2777,,KINE-223-074,5,5,2,0,1,13.0,3.0,0.0,0.0,0.0,4.0,0.0,17.0,WOODARD D,20211
2778,,KINE-260-500,14,2,1,0,0,17.0,3.764,2.0,0.0,0.0,0.0,0.0,19.0,ALVAREZ A,20211
2779,,KINE-271-500,23,0,0,0,0,23.0,4.0,1.0,0.0,0.0,0.0,0.0,24.0,ARMSTRONG C,20211
2780,,KINE-282-002,6,2,1,0,0,9.0,3.555,0.0,0.0,0.0,1.0,0.0,10.0,DROLESKEY S,20211
2781,,KINE-282-004,10,4,0,0,0,14.0,3.714,0.0,0.0,0.0,1.0,0.0,15.0,CAMPBELL K,20211
2782,,KINE-282-006,16,2,3,0,0,21.0,3.6189999999999998,0.0,0.0,0.0,1.0,0.0,22.0,LOCKLEAR A,20211
2783,,KINE-285-502,6,0,0,0,0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,GOMEZ D,20211
2784,,KINE-285-503,15,5,0,2,0,22.0,3.5,0.0,0.0,0.0,1.0,0.0,23.0,DANNENBAUM J,20211
2785,,KINE-285-540,15,1,0,0,1,17.0,3.705,0.0,0.0,0.0,0.0,0.0,17.0,POOLEY-DETWILER A,20211
2786,,KINE-302-501,6,1,0,0,1,8.0,3.375,0.0,0.0,0.0,0.0,0.0,8.0,DEWANDEL S,20211
2787,,KINE-305-501,12,23,2,0,1,38.0,3.1839999999999997,0.0,0.0,0.0,2.0,0.0,40.0,RIECHMAN S,20211
2788,,KINE-305-502,7,6,1,0,0,14.0,3.428,0.0,0.0,0.0,1.0,0.0,15.0,KREIDER R,20211
2789,,KINE-306-501,5,0,0,0,0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,DEWANDEL S,20211
2790,,KINE-307-501,23,7,1,0,0.1,31,3.709,0.2,0.3,0.4,1.1,0.5,32,KENNEDY D,20211
2791,,KINE-307-503,29,4,1,0,0,34.0,3.823,0.0,0.0,0.0,1.0,0.0,35.0,KENNEDY D,20211
2792,,KINE-307-598,20,10,4,0,1,35.0,3.3710000000000004,0.0,0.0,0.0,0.0,0.0,35.0,LIU J,20211
2793,,KINE-307-599,21,6,2,0,0,29.0,3.655,0.0,0.0,0.0,3.0,0.0,32.0,LIU J,20211
2794,,KINE-312-500,10,7,2,1,1,21.0,3.142,0.0,0.0,0.0,1.0,0.0,22.0,WRIGHT M,20211
2795,,KINE-314-500,21,0,0,0,0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,21.0,BREAUX W,20211
2796,,KINE-318-501,46,28,14,2,0,90.0,3.3110000000000004,0.0,0.0,0.0,5.0,0.0,95.0,KNIFFIN D,20211
2797,,KINE-318-502,37,23,12,2,1,75.0,3.24,0.0,0.0,0.0,4.0,0.0,79.0,KNIFFIN D,20211
2798,,KINE-335-500,14,6,1,0,0.1,21,3.619,0.2,0.3,0.4,0.5,0.6,21.1,WAITE L,20211
2799,,KINE-351-500,20,2,0,0,0,22.0,3.909,1.0,0.0,0.0,0.0,0.0,23.0,THORNTON M,20211
2800,,KINE-355-500,17,3,3,0,0,23.0,3.608,0.0,0.0,0.0,0.0,0.0,23.0,DIXON S,20211
2801,,KINE-361-500,21,0,0,0,0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,21.0,BEDFORD D,20211
2802,,KINE-372-500,18,2,0,0,0,20.0,3.9,0.0,0.0,0.0,0.0,0.0,20.0,BERGERON C,20211
2803,,KINE-386-501,8,5,3,0,0,16.0,3.312,0.0,0.0,0.0,0.0,0.0,16.0,MCNEW R,20211
2804,,KINE-403-900,13,0,2,0.1,0.2,15,3.733,0.3,0.4,0.5,0.6,0.7,15.1,ARMSTRONG C,20211
2805,,KINE-404-599,8,3,3,1,0,15.0,3.2,0.0,0.0,0.0,2.0,0.0,17.0,RIECHMAN S,20211
2806,,KINE-406-501,14,21,9,0,1,45.0,3.0439999999999996,0.0,0.0,0.0,0.0,0.0,45.0,WRIGHT D,20211
2807,,KINE-406-503,4,9,6,0,1,20.0,2.75,0.0,0.0,0.0,1.0,0.0,21.0,BUCHANAN J,20211
2808,,KINE-406-504,8,23,11,0,2,44.0,2.795,0.0,0.0,0.0,0.0,0.0,44.0,WRIGHT D,20211
2809,,KINE-425-500,5,4,1,0,0,10.0,3.4,0.0,0.0,0.0,0.0,0.0,10.0,XIANG P,20211
2810,,KINE-426-501,13,7,0,0,0,20.0,3.65,0.0,0.0,0.0,0.0,0.0,20.0,LAWLER J,20211
2811,,KINE-426-502,11,5,4,0,0,20.0,3.35,0.0,0.0,0.0,0.0,0.0,20.0,LAWLER J,20211
2812,,KINE-426-503,6,8,1,0,0.1,15,3.333,0.2,0.3,0.4,0.5,0.6,15.1,LAWLER J,20211
2813,,KINE-426-504,15,6,0,0,0,21.0,3.714,0.0,0.0,0.0,0.0,0.0,21.0,LEI Y,20211
2814,,KINE-426-505,15,6,0,0,0,21.0,3.714,0.0,0.0,0.0,0.0,0.0,21.0,LEI Y,20211
2815,,KINE-426-506,13,7,0,0,0,20.0,3.65,0.0,0.0,0.0,0.0,0.0,20.0,LEI Y,20211
2816,,KINE-426-507,10,9,1,0,0,20.0,3.45,0.0,0.0,0.0,0.0,0.0,20.0,LEI Y,20211
2817,,KINE-426-508,14,6,0,0,1,21.0,3.523,0.0,0.0,0.0,0.0,0.0,21.0,LEI Y,20211
2818,,KINE-427-500,94,4,1,0,0,99.0,3.9389999999999996,0.0,0.0,0.0,0.0,0.0,99.0,GREEN J,20211
2819,,KINE-429-500,15,0,0,0,0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,ISENHART M,20211
2820,,KINE-431-500,5,0,0,0,0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,ISENHART M,20211
2821,,KINE-433-501,44,2,0,0,0,46.0,3.9560000000000004,0.0,0.0,0.0,0.0,0.0,46.0,MARTIN S,20211
2822,,KINE-433-502,9,22,12,3,0,46.0,2.804,0.0,0.0,0.0,2.0,0.0,48.0,WOODMAN C,20211
2823,,KINE-433-503,35,2,2,0,0,39.0,3.846,0.0,0.0,0.0,0.0,0.0,39.0,MARTIN S,20211
2824,,KINE-435-901,15,2,1,0,0,18.0,3.7769999999999997,0.0,0.0,0.0,0.0,0.0,18.0,HUMPHRIES M,20211
2825,,KINE-435-902,18,0,0,0,0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,URANGA S,20211
2826,,KINE-435-903,5,9,3,0,0,17.0,3.117,0.0,0.0,0.0,0.0,0.0,17.0,DICKERSON B,20211
2827,,KINE-435-904,16,1,1,0,0,18.0,3.833,0.0,0.0,0.0,0.0,0.0,18.0,CRUTHIRDS C,20211
2828,,KINE-439-900,19,0,0,0,0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,19.0,GREEN J,20211
2829,,KINE-483-501,11,0,0.1,0.2,0.3,11.1,4.000,0.4,0.5,0.6,0.7,0.8,11.2,MARTIN S,20211
2830,,KINE-483-503,15,0,0,0,0,15.0,4.0,1.0,0.0,0.0,0.0,0.0,16.0,THORNTON M,20211
2831,,KINE-484-500,16,0,0,0,0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,MARTIN S,20211
2832,,KINE-484-501,10,0,0,0,0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,GREEN J,20211
2833,,KINE-485-514,7,0,0,0,0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,KENNEDY D,20211
2834,,KINE-491-511,6,0,0,0,0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,ENGELEN M,20211
2835,,KINE-601-600,7,1,0,0,0,8.0,3.875,0.0,0.0,0.0,0.0,0.0,8.0,ENGELEN M,20211
2836,,KINE-626-600,10,0,0.1,0.2,0.3,10.1,4.000,0.4,0.5,0.6,0.7,0.8,10.2,WOODMAN C,20211
2837,,KINE-629-601,12,0,0,0,0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,FLUCKEY J,20211
2838,,KINE-637-600,34,0,0,0,0,34.0,4.0,0.0,0.0,0.0,0.0,0.0,34.0,FLUCKEY J,20211
2839,,KINE-647-600,13,0,0,0,0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,FLUCKEY J,20211
2840,,KINE-682-602,9,0,0,0,0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,KREIDER R,20211
2841,,KINE-685-600,9,0,0,0,0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,GREENWOOD L,20211
2842,,KINE-685-611,5,0,0,0,0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,KREIDER R,20211
2843,,KINE-685-622,6,0,0.1,0.2,0.3,6.1,4.000,0.4,0.5,0.6,0.7,0.8,6.2,BOUCHER A,20211
2844,,KNFB-222-500,6,1,1,2,0,10.0,3.1,0.0,0.0,0.0,0.0,0.0,10.0,LIU J,20211
2845,,KNFB-222-501,6,1,1,0,0,8.0,3.625,0.0,0.0,0.0,0.0,0.0,8.0,SHIPLEY M,20211
2846,,KNFB-315-501,4,1,0,0,0,5.0,3.8,0.0,0.0,0.0,0.0,0.0,5.0,XIANG P,20211
2847,,KNFB-324-500,13,0,0,0,0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,LIU J,20211
2848,,KNFB-416-901,7,0,0,0,0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,LIU J,20211
2849,,SPMT-217-599,45,63,44,4,4,160.0,2.8810000000000002,0.0,0.0,0.0,4.0,0.0,164.0,HUDSON S,20211
2850,,SPMT-217-700,12,13,7,0,0.1,32,3.156,0.2,0.3,0.4,1,0.5,33,HUDSON S,20211
2851,,SPMT-220-299,29,0,0,0,0,29.0,4.0,0.0,0.0,0.0,0.0,0.0,29.0,CHATZIEFSTATHIOU D,20211
2852,,SPMT-220-500,43,25,3,2,0,73.0,3.4930000000000003,0.0,0.0,0.0,1.0,0.0,74.0,KEIPER P,20211
2853,,SPMT-220-598,96,17,10,1,1,125.0,3.648,0.0,0.0,0.0,0.0,0.0,125.0,KEIPER P,20211
2854,,SPMT-220-599,57,13,3,1,0,74.0,3.702,0.0,0.0,0.0,0.0,0.0,74.0,KEIPER P,20211
2855,,SPMT-230-599,17,7,2,0,3,29.0,3.2060000000000004,0.0,0.0,0.0,1.0,0.0,30.0,GUINN J,20211
2856,,SPMT-260-501,4,11,12,4,1,32.0,2.406,0.0,0.0,0.0,7.0,0.0,39.0,HUDSON S,20211
2857,,SPMT-262-501,20,9,4,1,0,34.0,3.411,0.0,0.0,0.0,1.0,0.0,35.0,GUINN J,20211
2858,,SPMT-262-502,54,14,8,0,0.1,76,3.605,0.2,0.3,0.4,0.5,0.6,76.1,KEIPER P,20211
2859,,SPMT-265-900,11,4,1,1,1,18.0,3.2769999999999997,0.0,0.0,0.0,0.0,0.0,18.0,ZIMMER W,20211
2860,,SPMT-265-901,7,4,2,0,0,13.0,3.384,0.0,0.0,0.0,1.0,0.0,14.0,ZIMMER W,20211
2861,,SPMT-265-902,6,5,0,0,1,12.0,3.25,0.0,0.0,0.0,0.0,0.0,12.0,ZIMMER W,20211
2862,,SPMT-265-904,10,2,2,0,0,14.0,3.571,0.0,0.0,0.0,2.0,0.0,16.0,ZIMMER W,20211
2863,,SPMT-265-905,8,5,1,0,1,15.0,3.266,0.0,0.0,0.0,0.0,0.0,15.0,ZIMMER W,20211
2864,,SPMT-270-500,6,13,13,5,0,37.0,2.54,0.0,0.0,0.0,2.0,0.0,39.0,WALTEMYER D,20211
2865,,SPMT-272-501,13,17,2,0,0,32.0,3.343,0.0,0.0,0.0,0.0,0.0,32.0,HEIDTKE J,20211
2866,,SPMT-272-502,38,39,2,0,0,79.0,3.455,0.0,0.0,0.0,0.0,0.0,79.0,MCCULLOUGH B,20211
2867,,SPMT-285-536,6,4,3,0,2,15.0,2.8,0.0,0.0,0.0,2.0,0.0,17.0,HUDSON S,20211
2868,,SPMT-295-500,14,7,2,0,0,23.0,3.5210000000000004,0.0,0.0,0.0,1.0,0.0,24.0,SPRINGER D,20211
2869,,SPMT-304-500,55,12,2,3,1,73.0,3.602,0.0,0.0,0.0,2.0,0.0,75.0,ELIOT J,20211
2870,,SPMT-304-599,187,66,27,5,4,289.0,3.477,0.0,0.0,0.0,24.0,0.0,313.0,ALTINER B,20211
2871,,SPMT-304-700,108,7,3,0,2,120.0,3.825,0.0,0.0,0.0,5.0,0.0,125.0,YU B,20211
2872,,SPMT-316-500,26,0,3,0,0,29.0,3.793,0.0,0.0,0.0,0.0,0.0,29.0,BRISON N,20211
2873,,SPMT-319-500,12,19,13,1,0,45.0,2.9330000000000003,0.0,0.0,0.0,0.0,0.0,45.0,WALTEMYER D,20211
2874,,SPMT-319-599,42,88,22,5,2,159,3.025,0,0.1,0.2,6,0.3,165,HUSSAIN U,20211
2875,,SPMT-319-700,36,35,9,1,0,81.0,3.3080000000000003,0.0,0.0,0.0,4.0,0.0,85.0,HUSSAIN U,20211
2876,,SPMT-330-599,37,9,6,1,0,53.0,3.5469999999999997,0.0,0.0,0.0,2.0,0.0,55.0,GUINN J,20211
2877,,SPMT-333-501,14,20,20,2,1,57.0,2.7710000000000004,0.0,0.0,0.0,4.0,0.0,61.0,ELIOT J,20211
2878,,SPMT-333-503,13,17,17,3,3,53.0,2.641,0.0,0.0,0.0,7.0,0.0,60.0,ELIOT J,20211
2879,,SPMT-336-500,33,1,0,0,0,34.0,3.97,0.0,0.0,0.0,0.0,0.0,34.0,FOSTER S,20211
2880,,SPMT-336-599,129,7,4,1,2,143.0,3.818,0.0,0.0,0.0,2.0,0.0,145.0,FOSTER S,20211
2881,,SPMT-336-700,61,0,0,0,0,61.0,4.0,0.0,0.0,0.0,1.0,0.0,62.0,FOSTER S,20211
2882,,SPMT-337-599,275,60,6,2,1,344,3.761,0,0.1,0.2,4,0.3,348,KIM S,20211
2883,,SPMT-337-700,110,52,1,0,2,165.0,3.6239999999999997,0.0,0.0,0.0,8.0,0.0,173.0,KIM S,20211
2884,,SPMT-340-599,40,11,8,1,3,63.0,3.333,0.0,0.0,0.0,2.0,0.0,65.0,NITE K,20211
2885,,SPMT-340-700,14,2,2,0,0,18.0,3.6660000000000004,0.0,0.0,0.0,1.0,0.0,19.0,NITE K,20211
2886,,SPMT-402-500,4,1,1,0,0,6.0,3.5,0.0,0.0,0.0,2.0,0.0,8.0,HUDSON S,20211
2887,,SPMT-421-501,35,3,0,0,1,39.0,3.82,0.0,0.0,0.0,0.0,0.0,39.0,PITTMAN A,20211
2888,,SPMT-421-503,38,2,0,0,0,40.0,3.95,0.0,0.0,0.0,0.0,0.0,40.0,PITTMAN A,20211
2889,,SPMT-422-501,40,0,0,0,0,40.0,4.0,0.0,0.0,0.0,0.0,0.0,40.0,PITTMAN A,20211
2890,,SPMT-422-502,32,7,0,0.1,0.2,39,3.820,0.3,0.4,0.5,0.6,0.7,39.1,GUINN J,20211
2891,,SPMT-422-503,16,20,3,0,0,39.0,3.333,0.0,0.0,0.0,1.0,0.0,40.0,SPRINGER D,20211
2892,,SPMT-423-901,6,6,6,0,0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,WALTEMYER D,20211
2893,,SPMT-423-902,8,6,3,0,0,17.0,3.2939999999999996,0.0,0.0,0.0,1.0,0.0,18.0,BENNETT G,20211
2894,,SPMT-423-903,8,9,1,1,0,19.0,3.263,0.0,0.0,0.0,0.0,0.0,19.0,BENNETT G,20211
2895,,SPMT-423-904,9,7,2,0,0,18.0,3.388,0.0,0.0,0.0,1.0,0.0,19.0,KU S,20211
2896,,SPMT-423-905,9,8,1,0,0,18.0,3.444,0.0,0.0,0.0,0.0,0.0,18.0,YU B,20211
2897,,SPMT-423-906,3,8,6,0,0,17.0,2.823,0.0,0.0,0.0,1.0,0.0,18.0,WALTEMYER D,20211
2898,,SPMT-481-596,13,12,6,0,0,31.0,3.225,0.0,0.0,0.0,0.0,0.0,31.0,KEIPER P,20211
2899,,SPMT-481-597,18,8,3,1,3,33.0,3.1210000000000004,0.0,0.0,0.0,2.0,0.0,35.0,WALTEMYER D,20211
2900,,SPMT-481-598,23,17,2,0,2,44.0,3.34,1.0,0.0,0.0,1.0,0.0,46.0,BATISTA P,20211
2901,,SPMT-481-599,3,15,0,1,1.1,20,2.900,0.1,0.2,0.3,1.2,0.4,21,HUDSON S,20211
2902,,SPMT-482-901,3,7,4,3,1,18.0,2.444,1.0,0.0,0.0,0.0,0.0,19.0,JONES K,20211
2903,,SPMT-482-902,13,4,0,0,1,18.0,3.555,0.0,0.0,0.0,0.0,0.0,18.0,HORN K,20211
2904,,SPMT-482-903,7,1,0,0,0,8.0,3.875,0.0,0.0,0.0,1.0,0.0,9.0,HORN K,20211
2905,,SPMT-482-904,3,10,5,1,0,19.0,2.7889999999999997,0.0,0.0,0.0,0.0,0.0,19.0,JONES K,20211
2906,,SPMT-482-906,3,0,1,0,3,7.0,2.0,0.0,0.0,0.0,3.0,0.0,10.0,JONES K,20211
2907,,SPMT-482-907,6,7,4,0,0,17.0,3.117,0.0,0.0,0.0,2.0,0.0,19.0,ELIOT J,20211
2908,,SPMT-484-501,5,4,1,0,0,10.0,3.4,0.0,0.0,0.0,0.0,0.0,10.0,HUDSON S,20211
2909,,SPMT-484-551,16,2,0,0,0,18.0,3.888,0.0,0.0,0.0,0.0,0.0,18.0,HUDSON S,20211
2910,,SPMT-601-700,14,5,1,0,3,23.0,3.173,1.0,0.0,0.0,0.0,0.0,24.0,KEIPER P,20211
2911,,SPMT-611-700,18,7,0,0,0,25.0,3.72,0.0,0.0,0.0,0.0,0.0,25.0,DIXON M,20211
2912,,SPMT-612-600,22,0,0,0,0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,NITE K,20211
2913,,SPMT-612-700,28,4,0,0,0,32.0,3.875,0.0,0.0,0.0,0.0,0.0,32.0,NITE K,20211
2914,,SPMT-613-600,23,0,0,0,0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,SINGER J,20211
2915,,SPMT-613-700,20,5,0,0,1,26.0,3.653,1.0,0.0,0.0,1.0,4.0,32.0,MCCULLOUGH B,20211
